,a,b,chi2_shuffled,chi2_observed
0,0.8907313813100579,1.7739212819523444,44.14884600815565,44.24391202702751
1,1.3062204961467991,1.4903048837020438,452.66291080308,169.4980319639085
2,1.6535865971637405,0.5389293324386764,42.49574954522137,543.1613274895547
3,0.6668052962367559,1.3759976793264828,169.677848590375,236.745042892367
4,1.1052315740874583,1.2439557812098156,93.22676662051182,165.10704642706895
5,1.663315868538504,0.51496616027185,701.5139432372563,550.6338466953982
6,0.0205672266388587,0.9178919955794324,77.62862720950275,356.2492328293687
7,0.838095226286045,1.297131433042913,223.69318292690616,193.988625013023
8,1.597502399451678,1.5135087422237072,130.33156203609727,174.7691467316785
9,0.3304939863778136,0.8745564421557939,799.2935449263575,224.48845736298844
10,0.0962940885641709,1.890658265036787,963.593856773349,505.5198270224439
11,0.1197409779453018,0.774220409827449,42.707101853762346,273.4629951203348
12,0.6875685829401954,1.3929094224232004,138.93712550163542,237.46927872228105
13,0.9999827747465232,1.683204303088043,279.34605957578543,221.64456729909625
14,0.6804481565908955,1.0610988861190875,0.0,185.40171278696937
15,0.693864398216314,1.6356422911998387,1005.0320870472249,272.2871127078559
16,0.7297260389700999,0.8490596697834243,114.6545150008726,166.79332294114627
17,1.552255432016843,1.7019879899274388,96.88664005236328,164.5112439517774
18,1.4260149888242324,0.4841972175922937,493.2279766995219,510.5745331570698
19,1.065905106752443,1.5167138280749433,721.7075420723971,188.45071299984926
20,1.97311605523083,0.7220739956654632,401.62724942623265,511.92909695233334
21,1.8570942117243656,1.5309885647174966,204.88385679208065,205.23316387329933
22,1.3666940094306426,0.6604961384543322,395.9850162243872,375.8122558776972
23,1.4643081699841591,1.9298847333463949,205.3744269135613,182.72273537509525
24,1.311455288828701,0.8810535597411828,288.8128550169157,260.99674319977424
25,0.8195046821660967,1.268383749017966,155.3341598622135,192.65673399793263
26,0.5885787731013465,0.4388948060513143,421.65672847907973,251.0104694801595
27,0.7814452471934508,0.6982015774009145,220.21600290698277,198.4957998928879
28,1.1755856692904678,1.9204840143765936,191.263051371472,218.8217607970107
29,1.639799648107955,0.9110543452438344,436.53118463719113,321.5530478415167
30,0.8747330802559856,1.0178006868779588,272.6485562472865,168.87163755338344
31,0.0133082945290636,0.8426766088346711,301.56092221097305,350.76443773752413
32,1.7490271265060942,1.688555789338525,141.1098895583841,179.23793112083234
33,0.1691300508876914,0.7048948745741781,664.1247073023717,244.89874962117958
34,1.429605758743254,1.025653860264542,93.80881427080757,244.62623185256993
35,1.0349334699981088,1.72620015227585,41.2826947160456,218.0912029995723
36,1.3879156674386,1.0448186471536378,253.57293597837136,228.24658132336435
37,0.31607598746484,1.8701875298650728,214.39823343780245,428.6975949002555
38,1.438402545269898,1.4485221922855005,298.8094882707288,171.35057928789305
39,0.619706169260803,1.5488266815982434,282.9732226581584,283.5952498656252
40,1.979370725705875,1.018817264404643,764.6919271525281,361.83086334358575
41,1.4014818903740467,0.93508555394297,93.20084762885651,268.2629598636245
42,0.8088192804828582,1.9321364336229128,346.7459887048548,295.73521897301333
43,1.215364474373545,1.7812317222208336,177.410046741412,197.7705348787314
44,0.0898873565191191,1.2291222500493617,254.37989342590532,401.91723107561415
45,1.714678672990913,0.9620061741520712,109.80904039733254,324.72554563426155
46,1.2921414559452122,1.1434691649438438,395.42765520672833,195.79609227453793
47,1.974438806616344,1.5793722120471525,151.74048431968419,209.70251487741282
48,0.1364796663966643,0.8248620605715544,672.5328038740146,287.8038845316578
49,1.3281429919028584,0.9876308071439924,79.9931985447235,229.80695621845248
50,0.9217799284721616,1.438143349424888,131.20202242290705,195.75652170914552
51,0.363639658876969,0.6818944878548923,65.51799180578212,181.56728442167648
52,1.5505214983380151,1.1616059541996773,317.8030748251034,229.78583275899865
53,0.954015587736341,1.4607481268442692,811.1561305558849,199.17355122409356
54,1.3712301398276177,0.6455163140607326,65.96926317194298,381.81515832796373
55,0.4154773006422629,0.54873626290757,237.47569656895809,170.60107570341975
56,1.146804567720786,0.9015024996858668,226.51535983269784,223.80235455992047
57,1.521391644670827,0.2227894615394125,586.832248691841,857.1532839347585
58,1.1516485710763404,0.8689972123618392,421.0912911440053,235.57812399272495
59,0.3653447032406836,0.7645084444894075,108.13532025315963,194.81722744669247
60,0.0644511273032841,1.096893701142546,255.95553783875172,384.3034924749245
61,0.7279716024434049,1.282807669774995,238.48126173186392,209.53154866863795
62,1.8352956163539844,1.3758213554821292,655.73118267814,231.65417700244905
63,0.7153644719318257,0.26981113246683,524.7644392361722,429.19475806193117
64,1.2877763967867109,0.601648383555506,65.81650934465723,375.5516265406574
65,1.452316717162048,0.3397572049983004,699.5387862810703,647.1867333235394
66,1.1935807765599793,0.986449017459592,479.8012291914494,211.4846470219105
67,1.392927966155811,0.7905468881664504,268.05814548503923,316.8663109207933
68,1.4810373886734478,1.8888724000144328,489.4977589377169,178.3198192137674
69,1.013491065811057,1.4443958166432669,91.94108999505765,181.73339280956736
70,1.8784479242458216,0.4988971612398204,1132.910482119322,647.9683899088487
71,0.6368621368771121,0.6071664593402388,296.5978370607165,197.6239585221165
72,0.619673383314882,0.6336318091906565,48.17052043073864,186.93449984132528
73,0.5723420188330621,0.7201856367617465,131.66711326760412,169.65080365037977
74,1.376323381511299,0.992871388049879,177.66715228574594,240.82709526920064
