,a,b,chi2_shuffled,chi2_observed,chi2_point_0,Z_shuffled_observed,Z_shuffled_point0
0,0.8907313813100579,1.7739212819523444,44.14884600815565,44.24391202702751,0.0,1.0,0.0
1,1.3062204961467991,1.4903048837020438,452.66291080308,169.4980319639085,383.0143534129439,0.0,0.0
2,1.6535865971637405,0.5389293324386764,42.49574954522137,543.1613274895547,795.5538915827018,1.0,1.0
3,0.6668052962367559,1.3759976793264828,169.677848590375,236.745042892367,342.7541107556,1.0,1.0
4,1.1052315740874583,1.2439557812098156,93.22676662051182,165.10704642706895,411.1379478004983,1.0,1.0
5,1.663315868538504,0.51496616027185,701.5139432372563,550.6338466953982,801.7713935181838,0.0,1.0
6,0.0205672266388587,0.9178919955794324,77.62862720950275,356.2492328293687,355.9270480629928,1.0,1.0
7,0.838095226286045,1.297131433042913,223.69318292690616,193.988625013023,345.361975067957,0.0,1.0
8,1.597502399451678,1.5135087422237072,130.33156203609727,174.7691467316785,424.4805493963444,1.0,1.0
9,0.3304939863778136,0.8745564421557939,799.2935449263575,224.48845736298844,356.57651213944746,0.0,0.0
10,0.0962940885641709,1.890658265036787,963.593856773349,505.5198270224439,446.356984385643,0.0,0.0
11,0.1197409779453018,0.774220409827449,42.707101853762346,273.4629951203348,341.6960448693328,1.0,1.0
12,0.6875685829401954,1.3929094224232004,138.93712550163542,237.46927872228105,350.7277605123793,1.0,1.0
13,0.9999827747465232,1.683204303088043,279.34605957578543,221.64456729909625,339.5606828317799,0.0,1.0
14,0.6804481565908955,1.0610988861190875,0.0,185.40171278696937,351.22546030636767,1.0,1.0
15,0.693864398216314,1.6356422911998387,1005.0320870472249,272.2871127078559,330.55865701722036,0.0,0.0
16,0.7297260389700999,0.8490596697834243,114.6545150008726,166.79332294114627,415.5152370331787,1.0,1.0
17,1.552255432016843,1.7019879899274388,96.88664005236328,164.5112439517774,417.4868487528666,1.0,1.0
18,1.4260149888242324,0.4841972175922937,493.2279766995219,510.5745331570698,769.1164895596623,1.0,1.0
19,1.065905106752443,1.5167138280749433,721.7075420723971,188.45071299984926,378.6812132909467,0.0,0.0
20,1.97311605523083,0.7220739956654632,401.62724942623265,511.92909695233334,758.4334602339521,1.0,1.0
21,1.8570942117243656,1.5309885647174966,204.88385679208065,205.23316387329933,483.70662146870853,1.0,1.0
22,1.3666940094306426,0.6604961384543322,395.9850162243872,375.8122558776972,635.669319013145,0.0,1.0
23,1.4643081699841591,1.9298847333463949,205.3744269135613,182.72273537509525,355.7951168896157,0.0,1.0
24,1.311455288828701,0.8810535597411828,288.8128550169157,260.99674319977424,527.8660398364441,0.0,1.0
25,0.8195046821660967,1.268383749017966,155.3341598622135,192.65673399793263,371.17955122179563,1.0,1.0
26,0.5885787731013465,0.4388948060513143,421.65672847907973,251.0104694801595,512.871855544974,0.0,1.0
27,0.7814452471934508,0.6982015774009145,220.21600290698277,198.4957998928879,456.6824860084285,0.0,1.0
28,1.1755856692904678,1.9204840143765936,191.263051371472,218.8217607970107,333.7245749333667,1.0,1.0
29,1.639799648107955,0.9110543452438344,436.53118463719113,321.5530478415167,583.971999993267,0.0,1.0
30,0.8747330802559856,1.0178006868779588,272.6485562472865,168.87163755338344,416.2117943351752,0.0,1.0
31,0.0133082945290636,0.8426766088346711,301.56092221097305,350.76443773752413,355.3967232624052,1.0,1.0
32,1.7490271265060942,1.688555789338525,141.1098895583841,179.23793112083234,435.89715820434526,1.0,1.0
33,0.1691300508876914,0.7048948745741781,664.1247073023717,244.89874962117958,335.0789980669373,0.0,0.0
34,1.429605758743254,1.025653860264542,93.80881427080757,244.62623185256993,526.4537869477859,1.0,1.0
35,1.0349334699981088,1.72620015227585,41.2826947160456,218.0912029995723,343.8376109673563,1.0,1.0
36,1.3879156674386,1.0448186471536378,253.57293597837136,228.24658132336435,511.0914771046514,0.0,1.0
37,0.31607598746484,1.8701875298650728,214.39823343780245,428.6975949002555,386.5293483112821,1.0,1.0
38,1.438402545269898,1.4485221922855005,298.8094882707288,171.35057928789305,415.63857803645806,0.0,1.0
39,0.619706169260803,1.5488266815982434,282.9732226581584,283.5952498656252,334.89874431002363,1.0,1.0
40,1.979370725705875,1.018817264404643,764.6919271525281,361.83086334358575,623.4318557622213,0.0,0.0
41,1.4014818903740467,0.93508555394297,93.20084762885651,268.2629598636245,530.4899442309711,1.0,1.0
42,0.8088192804828582,1.9321364336229128,346.7459887048548,295.73521897301333,350.8502460819491,0.0,1.0
43,1.215364474373545,1.7812317222208336,177.410046741412,197.7705348787314,346.12426332831666,1.0,1.0
44,0.0898873565191191,1.2291222500493617,254.37989342590532,401.91723107561415,374.6544369863017,1.0,1.0
45,1.714678672990913,0.9620061741520712,109.80904039733254,324.72554563426155,590.2024657119467,1.0,1.0
46,1.2921414559452122,1.1434691649438438,395.42765520672833,195.79609227453793,462.424141470579,0.0,1.0
47,1.974438806616344,1.5793722120471525,151.74048431968419,209.70251487741282,471.5076923379037,1.0,1.0
48,0.1364796663966643,0.8248620605715544,672.5328038740146,287.8038845316578,338.1948198324476,0.0,0.0
49,1.3281429919028584,0.9876308071439924,79.9931985447235,229.80695621845248,517.1279777721542,1.0,1.0
50,0.9217799284721616,1.438143349424888,131.20202242290705,195.75652170914552,359.0518129345572,1.0,1.0
51,0.363639658876969,0.6818944878548923,65.51799180578212,181.56728442167648,359.14812972319777,1.0,1.0
52,1.5505214983380151,1.1616059541996773,317.8030748251034,229.78583275899865,492.54491092863884,0.0,1.0
53,0.954015587736341,1.4607481268442692,811.1561305558849,199.17355122409356,362.60852271516626,0.0,0.0
54,1.3712301398276177,0.6455163140607326,65.96926317194298,381.81515832796373,646.3703188168803,1.0,1.0
55,0.4154773006422629,0.54873626290757,237.47569656895809,170.60107570341975,425.83994420031746,0.0,1.0
