,Unnamed: 0,a,b,l0,lp,l,Z0,Zp
0,0,0.8907313813100579,1.7739212819523444,4.893057353578346,1.310159236260602,2.1994950791901124,1,0
1,1,1.3062204961467991,1.4903048837020438,1.3119995723982087,1.1098723278252867,1.001976783083062,1,1
2,2,1.6535865971637405,0.5389293324386764,16.438450610915293,7.156913086793798,0.9547882753491732,1,1
3,3,0.6668052962367559,1.3759976793264828,4.3382785298821425,16.29566674625045,0.9826561423387113,1,1
4,4,1.1052315740874583,1.2439557812098156,1.4709544332002746,10.545896641098683,1.0619025363713157,1,1
5,5,1.663315868538504,0.51496616027185,17.05990720925643,13.633329733865063,0.9269683992226375,1,1
6,6,0.0205672266388587,0.9178919955794324,9.064541561595991,8.966748972385536,0.9590492214170803,1,1
7,7,0.838095226286045,1.297131433042913,2.178624534578202,8.911489850807524,0.9617689203077137,1,1
8,8,1.597502399451678,1.5135087422237072,3.0297587634043657,3.6927244497159513,0.9725872694669612,1,1
9,9,0.3304939863778136,0.8745564421557939,3.988953006627147,17.73521546844598,1.0106655526696167,1,1
10,10,0.0962940885641709,1.890658265036787,13.973943175054403,5.907446756786888,1.0097859757488745,1,1
11,11,0.1197409779453018,0.774220409827449,5.957020701073415,7.803866634484412,0.9901340801157879,1,1
12,12,0.6875685829401954,1.3929094224232004,4.295470799853934,4.330919645546231,0.9458502055837441,1,1
13,13,0.9999827747465232,1.683204303088043,3.5284649897069156,5.384998655643752,0.9359417566842496,1,1
14,14,0.6804481565908955,1.0610988861190875,1.6073028289886784,18.9795243391419,0.9326023724342081,1,1
15,15,0.693864398216314,1.6356422911998387,5.783037241216022,2.5810707316922485,0.9416026346295536,1,1
16,16,0.7297260389700999,0.8490596697834243,1.943422216129166,5.767746695622615,1.0154938456641656,1,1
17,17,1.552255432016843,1.7019879899274388,1.5164281336668266,11.434728908792321,1.0107439999540901,1,1
18,18,1.4260149888242324,0.4841972175922937,15.65217480855649,11.813207775348825,0.9635490712748256,1,1
19,19,1.065905106752443,1.5167138280749433,1.7759288389217087,27.152665266807222,0.9639542059793917,1,1
20,20,1.97311605523083,0.7220739956654632,15.230420013077932,17.34432950411205,0.9065312665035582,1,1
21,21,1.8570942117243656,1.5309885647174966,4.6985495607600205,10.582676411691857,1.019634670102297,1,1
22,22,1.3666940094306426,0.6604961384543322,11.198421684026167,9.066743290537067,0.9646828684559612,1,1
23,23,1.4643081699841591,1.9298847333463949,1.6465141888083377,4.312487827412505,0.9372128257850341,1,1
24,24,1.311455288828701,0.8810535597411828,7.104842348476705,1.2341872721571867,0.9625771864469095,1,1
25,25,0.8195046821660967,1.268383749017966,2.263397316117172,11.78120025152627,0.9563393304708769,1,1
26,26,0.5885787731013465,0.4388948060513143,6.71186604087933,8.499363328688812,0.9803557820775661,1,1
27,27,0.7814452471934508,0.6982015774009145,4.291311527442831,15.660070901235763,0.9875582512564994,1,1
28,28,1.1755856692904678,1.9204840143765936,3.3087584238682117,18.12935995120052,1.0112717259514035,1,1
29,29,1.639799648107955,0.9110543452438344,9.606125821362282,0.9812403134888823,1.0700209593635899,1,0
30,30,0.8747330802559856,1.0178006868779588,1.5341943409779721,4.708978781544047,0.9946300362476865,1,1
31,31,0.0133082945290636,0.8426766088346711,8.679312729680023,11.358825122574869,0.919986260307963,1,1
32,32,1.7490271265060942,1.688555789338525,2.7731840842836113,3.7536235783585177,0.9802508962140932,1,1
33,33,0.1691300508876914,0.7048948745741781,4.386273857069038,6.673331400795908,1.0241105895378757,1,1
34,34,1.429605758743254,1.025653860264542,6.2282902393073725,8.21695036128185,1.0330465741070949,1,1
35,35,1.0349334699981088,1.72620015227585,3.3059659193712068,6.510980073321414,1.0068467721956071,1,1
36,36,1.3879156674386,1.0448186471536378,5.60795992780489,7.641677846238851,0.9496265766236992,1,1
37,37,0.31607598746484,1.8701875298650728,11.020763994801358,21.34413751268366,1.0038205603916464,1,1
38,38,1.438402545269898,1.4485221922855005,2.4711367609264947,2.2247392086084434,0.9904297669473799,1,1
39,39,0.619706169260803,1.5488266815982434,5.9900473758533,1.2207203218894516,0.94076159740887,1,1
40,40,1.979370725705875,1.018817264404643,10.698012402223293,18.045998492999203,0.9944418987033127,1,1
41,41,1.4014818903740467,0.93508555394297,7.408615653233394,11.356524137693324,0.933365951335636,1,1
42,42,0.8088192804828582,1.9321364336229128,6.544940700698604,1.922281899391689,0.9500614742396716,1,1
43,43,1.215364474373545,1.7812317222208336,2.271533116475233,15.106490760241153,0.9555207992330869,1,1
44,44,0.0898873565191191,1.2291222500493617,10.372391469548404,12.529824656915643,1.0068599278147312,1,1
45,45,1.714678672990913,0.9620061741520712,9.317065891809852,5.289074452262903,1.01567196042584,1,1
46,46,1.2921414559452122,1.1434691649438438,3.661141338548788,12.384496054617564,1.087394969308412,1,1
47,47,1.974438806616344,1.5793722120471525,4.963758785655602,2.7290001219140683,0.9939377470517516,1,1
48,48,0.1364796663966643,0.8248620605715544,6.172958921315551,24.4796339882474,1.0177105498139685,1,1
49,49,1.3281429919028584,0.9876308071439924,6.120488401106008,2.0456441793059583,1.054679372995168,1,1
50,50,0.9217799284721616,1.438143349424888,2.210833298865905,3.1690425474243726,0.9576766015253152,1,1
51,51,0.363639658876969,0.6818944878548923,1.3942177190440779,2.9607192005632323,1.0058239691541349,1,1
52,52,1.5505214983380151,1.1616059541996773,5.7819919629504195,8.354723976980718,0.9455193548042542,1,1
53,53,0.954015587736341,1.4607481268442692,2.2711679791347525,3.289126509999749,1.0204527156094998,1,1
54,54,1.3712301398276177,0.6455163140607326,11.46573277466317,24.939658313343617,0.9412701287235828,1,1
55,55,0.4154773006422629,0.54873626290757,2.121886351680987,24.409880596958946,0.9568397330663932,1,1
56,56,1.146804567720786,0.9015024996858668,5.3331913175668975,4.470363233734992,1.030423282621414,1,1
57,57,1.521391644670827,0.2227894615394125,25.480037418801203,21.290608957404025,0.9723250207006756,1,1
58,58,1.1516485710763404,0.8689972123618392,5.718203447433195,8.703358331076823,1.036382512829065,1,1
59,59,0.3653447032406836,0.7645084444894075,2.3331039649664773,4.258949334976147,1.0567029716499368,1,1
60,60,0.0644511273032841,1.096893701142546,9.608123251987513,17.3826990432513,0.966262081748436,1,1
61,61,0.7279716024434049,1.282807669774995,3.0148383376801964,7.191330857009678,0.9521557123034361,1,1
62,62,1.8352956163539844,1.3758213554821292,5.924434894726287,16.045743348983223,0.9749389922760253,1,1
63,63,0.7153644719318257,0.26981113246683,13.101684549554841,22.074283338051217,0.9253708924926017,1,1
64,64,1.2877763967867109,0.601648383555506,11.566939090208365,13.20511739687996,0.9802559105226447,1,1
65,65,1.452316717162048,0.3397572049983004,19.864664303399433,21.06887230799751,0.9603443623127534,1,1
66,66,1.1935807765599793,0.986449017459592,4.742856145893504,8.065318955516034,0.9939681277852439,1,1
67,67,1.392927966155811,0.7905468881664504,9.263696258009185,9.98950262388301,0.9935984413915256,1,1
68,68,1.4810373886734478,1.8888724000144328,1.4358853472370816,3.5668414430243893,0.885474896456925,1,1
69,69,1.013491065811057,1.4443958166432669,1.7079897966982536,7.713685379326319,0.9856741403951219,1,1
70,70,1.8784479242458216,0.4988971612398204,19.51056433195195,30.880638283709455,0.9141372420369424,1,1
71,71,0.6368621368771121,0.6071664593402388,4.184467245155954,15.842918724698798,0.9443604306453928,1,1
72,72,0.619673383314882,0.6336318091906565,3.2857836525795996,4.648454725481288,0.9666176169138528,1,1
73,73,0.5723420188330621,0.7201856367617465,1.7162545045106385,3.597358528301084,0.9644870742754932,1,1
74,74,1.376323381511299,0.992871388049879,6.158921067182883,15.739102073236767,0.9615241962195814,1,1
75,75,1.6287874028366405,0.3609427441580618,21.026896910326965,27.174666403154763,0.9188231590786219,1,1
76,76,0.8911937339476084,1.840629256290436,5.446300452530035,1.3565550961684774,0.9626513933608328,1,1
77,77,1.023799524462972,1.2541480520719834,1.0847983732583169,22.196026921705563,0.9816159009428327,1,1
78,78,1.2448993418599636,1.7004896171050796,1.6322915349035676,2.288082470548804,1.0506792652349302,1,1
79,79,1.7894843471851358,0.6617804221408692,14.996704597844746,7.685495017287187,0.9589480713884142,1,1
80,80,1.919852939163318,0.8766138216805943,12.225818538624068,15.08014804546183,0.9343051023223843,1,1
81,81,0.0074940495725566,1.6222563805087795,13.889535048721392,29.82890779894836,1.0654269929121996,1,1
82,82,1.0326484355351702,1.9225775144471493,4.390653702575612,6.456448580599027,0.9969971244878212,1,1
83,83,0.5242907842379585,0.6067032522426411,2.5237136703245673,5.377449355206249,0.950693276410935,1,1
84,84,1.8342851139154803,1.413412101161583,5.277569595642635,2.9962776160043156,1.0259230958400798,1,1
85,85,0.649624998264114,1.2111412921798377,3.289109291884433,2.2581789243755743,0.9578208533183841,1,1
86,86,0.3623715143932899,1.7330787433537618,9.903050144835264,8.143489196760441,0.9523874464811813,1,1
87,87,1.8847502154647668,1.3808174878264017,6.148153542284176,4.403177240476775,0.9928240601853074,1,1
88,88,0.9821054722064076,1.720231740037752,3.7623026044460364,10.657812330703365,0.9245875544954736,1,1
89,89,0.6211387741588357,0.2735233254475436,11.594126072759476,12.45853477193248,0.9910646862096448,1,1
