,a,b
0,0.8907313813100579,1.7739212819523444
1,1.3062204961467991,1.4903048837020438
2,1.6535865971637405,0.5389293324386764
3,0.6668052962367559,1.3759976793264828
4,1.1052315740874585,1.2439557812098156
5,1.6633158685385039,0.51496616027185
6,0.020567226638858793,0.9178919955794325
7,0.838095226286045,1.2971314330429127
8,1.597502399451678,1.5135087422237072
9,0.3304939863778136,0.8745564421557939
10,0.09629408856417099,1.890658265036787
11,0.11974097794530181,0.774220409827449
12,0.6875685829401954,1.3929094224232004
13,0.9999827747465231,1.683204303088043
14,0.6804481565908955,1.0610988861190875
15,0.693864398216314,1.6356422911998387
16,0.7297260389700999,0.8490596697834243
17,1.5522554320168427,1.7019879899274388
18,1.4260149888242324,0.4841972175922937
19,1.065905106752443,1.5167138280749433
20,1.97311605523083,0.7220739956654632
21,1.8570942117243658,1.5309885647174966
22,1.3666940094306426,0.6604961384543322
23,1.4643081699841591,1.9298847333463949
24,1.311455288828701,0.8810535597411828
25,0.8195046821660967,1.268383749017966
26,0.5885787731013465,0.43889480605131437
27,0.7814452471934508,0.6982015774009145
28,1.1755856692904678,1.9204840143765936
29,1.639799648107955,0.9110543452438344
30,0.8747330802559856,1.0178006868779588
31,0.01330829452906368,0.8426766088346711
32,1.7490271265060942,1.688555789338525
33,0.1691300508876914,0.7048948745741781
34,1.429605758743254,1.025653860264542
35,1.0349334699981088,1.72620015227585
36,1.3879156674386,1.0448186471536378
37,0.31607598746484,1.8701875298650732
38,1.438402545269898,1.4485221922855003
39,0.619706169260803,1.5488266815982434
40,1.979370725705875,1.018817264404643
41,1.4014818903740467,0.9350855539429701
42,0.8088192804828582,1.9321364336229128
43,1.215364474373545,1.7812317222208336
44,0.08988735651911917,1.2291222500493617
45,1.714678672990913,0.9620061741520711
46,1.2921414559452122,1.1434691649438438
47,1.974438806616344,1.5793722120471525
48,0.1364796663966643,0.8248620605715544
49,1.3281429919028584,0.9876308071439925
50,0.9217799284721615,1.4381433494248879
51,0.36363965887696903,0.6818944878548923
52,1.5505214983380151,1.1616059541996773
53,0.954015587736341,1.4607481268442692
54,1.3712301398276177,0.6455163140607326
55,0.41547730064226296,0.54873626290757
56,1.1468045677207859,0.9015024996858669
57,1.5213916446708273,0.2227894615394125
58,1.1516485710763404,0.8689972123618392
59,0.3653447032406836,0.7645084444894075
60,0.06445112730328417,1.096893701142546
61,0.7279716024434049,1.282807669774995
62,1.8352956163539844,1.3758213554821292
63,0.7153644719318257,0.26981113246683003
64,1.2877763967867109,0.601648383555506
65,1.452316717162048,0.3397572049983004
66,1.1935807765599793,0.9864490174595921
67,1.392927966155811,0.7905468881664504
68,1.4810373886734478,1.8888724000144328
69,1.013491065811057,1.4443958166432669
70,1.8784479242458219,0.4988971612398204
71,0.6368621368771121,0.6071664593402388
72,0.619673383314882,0.6336318091906565
73,0.5723420188330621,0.7201856367617465
74,1.376323381511299,0.992871388049879
75,1.6287874028366405,0.3609427441580618
76,0.8911937339476084,1.840629256290436
77,1.023799524462972,1.2541480520719834
78,1.2448993418599636,1.7004896171050796
79,1.7894843471851358,0.6617804221408692
80,1.919852939163318,0.8766138216805943
81,0.007494049572556616,1.6222563805087797
82,1.0326484355351702,1.9225775144471495
83,0.5242907842379585,0.6067032522426411
84,1.8342851139154805,1.413412101161583
85,0.649624998264114,1.2111412921798377
86,0.36237151439328996,1.7330787433537618
87,1.8847502154647668,1.3808174878264015
88,0.9821054722064075,1.720231740037752
89,0.6211387741588357,0.2735233254475436
90,0.16782203175552501,0.9576198402868512
91,1.0883366387619942,1.757237107810995
92,1.5718116378266345,0.2503683567068773
93,1.8513046807949565,0.2517550595481741
94,0.9842495436209531,1.0038318713811698
95,1.9995268914559443,0.5528399578356002
96,0.34576964611860084,0.9346850149435681
97,1.318187278949592,1.7432352153624002
98,0.8241282294430068,0.7291392398829017
99,1.660204827820409,0.33481038616965714
100,1.3034141697087593,0.8086138970898169
101,0.9678911016497447,0.8907494636557576
102,1.3059127131252246,0.8514627947767859
103,0.0038871189290614616,1.5159683278557903
104,0.20109789883024876,1.2042175763024734
105,0.7391520701310226,0.7929246916554329
106,1.0032381137459148,0.8228291329774335
107,1.3599360440115187,1.2276315928156811
108,1.8794230363874282,0.6232508416209446
109,1.503432833297663,0.5778192152910128
110,0.5916705006115992,1.9589183216643147
111,1.2801274289751057,1.5296821965716436
112,0.18301912065309223,1.9827892213108593
113,1.6973415285965914,0.640304399045632
114,1.3756563171321416,0.23130923825954738
115,1.9755277503123219,1.0658853730826994
116,1.655193802679397,1.784434342789167
117,1.7465718363576808,1.1122658792316673
118,0.19474012653849693,0.9455965560455455
119,1.7543681809827363,1.0068623402856658
120,0.7752884223448866,1.3843734932062437
121,1.803705072931576,1.775620462254843
122,0.8329686114850723,0.28894801772187956
123,0.3865273839085914,1.7196685919844144
124,1.3392486997730524,1.5526050939577094
125,1.2319287261884861,0.9303636427167221
126,0.9799626488774216,1.171286785816113
127,1.8129560850685058,0.8371982430707339
128,0.7641477074493248,0.3899400440099432
129,1.5267202427827233,1.8817790709281876
130,0.3403221697321346,1.8031713266700062
131,0.6839281497177694,1.2337530379968547
132,1.9117150002516443,0.353402761114081
133,1.5000963771087221,0.458036842410485
134,0.9056635417469707,0.86983332612197
135,1.7007671511789926,1.569419102669803
136,0.8115014334244899,1.4831524576529245
137,0.7807482118453817,1.3464316289227687
138,0.16710847086078284,0.2420069770052731
139,0.7485535587365284,1.7024396130170736
140,1.1202991701611096,1.7659044997293052
141,1.809206506532981,0.2253811829343427
142,1.3757499277724468,0.6008797490931929
143,1.6112415714770183,1.0638636959561283
144,1.6595857386517379,1.3554875098110777
145,1.0107723913164515,0.470215826546394
146,1.7770088723653996,1.1515490231472025
147,1.406245232135277,1.7194455825340942
148,0.802607251250649,1.5723850981509593
149,1.0752855440730988,0.8736842586687441
